attrezzature,attrezzature_lingue,bagni,booking_link,camere,categoria,classificazione,comfort,denominazione_struttura,email,fax,first_word_number,geo_x,geo_y,id_struttura,info_indirizzo,latitude,letti,longitude,n_reviews,nome,posizione,provincia,pulizia,rapporto qualità prezzo,rating,servizi,staff,stato,tel,wifi gratuito,comune,Indirizzo,Cap,Località
,,14.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,CAV Varni Francesco,,,,0.0,0.0,259658698,,0.0,52.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,1.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,Bormio Stay - Via San Giovanni 13A - sub 6,,,,0.0,0.0,161976377,,0.0,3.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,16.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Appartamento Cuore Alpino,sb.cuorealpino@gmail.com,,,5.99198053486e+17,5.14914588609e+17,65348360,,5.14914588609e+17,6.0,5.99198053486e+17,,,,SO,,,,,,,3711416406,,valdidentro,via livigno 47,,
,,1.0,,0.0,Complementari,Locazione turistica non imprenditoriale,,Le Torri e Il Viola,,,,0.0,0.0,244629283,,0.0,5.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,1.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Appartamento Martinelli Manuela,,,,0.0,0.0,449872020,,0.0,4.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,2.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Appartamenti Trabucchi Simona,,,,0.0,0.0,580836560,,0.0,8.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,0.0,,0.0,Complementari,Foresterie lombarde,,Chalet Bianco,baitadeciano@gmail.com,,,6.03799563087e+17,5.1486403054499904e+17,66454603,,5.14864030544999e+17,24.0,6.03799563087e+17,,,,SO,,,,,,,3405554873,,valdidentro,via piscina 4,,
,,0.0,,0.0,Complementari,Foresterie lombarde,,Loa,doris.martinelli@tiscali.it,,,6.00037124256e+17,5.14939295681e+17,66454635,,5.14939295681e+17,9.0,6.00037124256e+17,,,,SO,,,,,,,3398094770,,valdidentro,via 25 aprile 43/a,,
,,0.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Rini Ottorino,romina.rini@cavazzi.it,,,6.00528315295999e+17,5.1488354301399904e+17,65348378,,5.14883543013999e+17,8.0,6.00528315295999e+17,,,,SO,,,,,,,,,valdidentro,via nazionale 67,,
,,4.0,,4.0,Complementari,Alloggi Agrituristici,,BAITA CARICC,info@agriturismocaricc.com,,,0.0,0.0,9762472,,0.0,12.0,0.0,,,,SO,,,,,,,0342 985381,,valdidentro,caricc in val viola,23038.0,
"Access. diversamente abili parziale,Accesso a mezzi pubblici,Accesso a vetture private,Accettazione animali domestici,Accettazione gruppi,Aria condizionata centralizzata,Ascensore,Bar,Custodia valori in cassaforte,Custodia valori in cassette sicurezza,Lavaggio e stiratura biancheria,Parcheggio custodito,Parco o giardino,Pulizia calzature,Ristorante,Ristorante vegetariano,Sala televisione separata,Salone di bellezza,Sauna privata,Tavernetta o tavola calda,Trasporto clienti stazione","Francese,Inglese,Spagnolo,Tedesco",34.0,,34.0,Alberghiere,Alberghi 4 stelle,,INTERALPEN,info@hotelinteralpen.it,0342 970787,,0.0,0.0,9752618,,0.0,71.0,0.0,,,,SO,,,,,,,0342 974555,,valdidentro,ss 301 passo foscagno,23038.0,
,,1.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,Appartamenti Cuffari Serena sub 6,,,,0.0,0.0,639899128,,0.0,1.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,1.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Welcome,mary.bracchi@gmail.com,,,6.03858950238e+17,5.14874516738e+17,65348391,,5.14874516738e+17,6.0,6.03858950238e+17,,,,SO,,,,,,,3406802924,,valdidentro,via san gallo 12,,
,,2.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Appartamento Galli Barbara Anna,,,,0.0,0.0,101334818,,0.0,6.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,1.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,Best House sub 6,,,,0.0,0.0,639615087,,0.0,1.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,1.0,,1.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Appartamenti Trabucchi Simona sub 12,,,,0.0,0.0,580836565,,0.0,1.0,0.0,,,,SO,,,,,,,,,valdidentro,,,
,,1.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Appartamento Martinelli Francesco - LocalitÃ  Molina,,,,0.0,0.0,191046053,,0.0,6.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,13.0,,13.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,RAETHIA RESIDENCE,residenceraethia@valdidentro.it,0342 929624,,6.00908403153e+16,5.1489067311699904e+17,13477636,,5.14890673116999e+17,36.0,6.00908403153e+16,,,,SO,,,,,,,0342 929624,,valdidentro,via piandelvino pedenosso 4,23038.0,
,,1.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Appartamento Mariani Massimo,,,,0.0,0.0,592461768,,0.0,2.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
"Accesso a mezzi pubblici,Accesso a vetture private,Accettazione animali domestici,Bar,Ristorante,Sauna privata","Inglese,Tedesco",8.0,,8.0,Alberghiere,Alberghi 2 stelle,,CHALET VILLA VALANIA,villavalania@miramontibormio.it,0342 905222,,6.03055897521e+17,5.1488946392e+17,9752399,,5.1488946392e+17,16.0,6.03055897521e+17,,,,SO,,,,,,,0342 919434,,valdidentro,cancano,23038.0,
,,1.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Appartamento Giacomelli Simone,,,,0.0,0.0,150266558,,0.0,4.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,1.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Appartamento Lanfranchi Davide,,,,0.0,0.0,588161083,,0.0,6.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,1.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Baita dell'Areit,,,,0.0,0.0,102909826,,0.0,4.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,1.0,,2.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Appartamento Gurini Luca,el.lucaluce@pec.it,,,5.99873439877e+17,5.1491631660299904e+17,79617519,,5.14916316602999e+17,4.0,5.99873439877e+17,,,,SO,,,,,,,347 4423775,,valdidentro,via donati 14,23038.0,
,,1.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Appartamento Lucca Roberta,,,,0.0,0.0,173222511,,0.0,4.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,1.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Appartamenti Gasperi Simone sub 5,,,,0.0,0.0,646973890,,0.0,1.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,11.0,,11.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,EDELWEISS RESIDENCE,residence_edelweiss@tiscali.it,0342 921234,,5.9935627928e+17,5.1492615670999904e+17,13476089,,5.14926156709999e+17,23.0,5.9935627928e+17,,,,SO,,,,,,,0342 985105,,valdidentro,via dell'asilo isolaccia 1,23038.0,
,,16.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Appartamento Giovanni Sassu,gsassu@icloud.com,,,6.04016453102e+17,5.1487622943599904e+17,65348339,,5.14876229435999e+17,6.0,6.04016453102e+17,,,,SO,,,,,,,333 431 69 33,,valdidentro,via adda 11a,,
,,2.0,,0.0,Complementari,Alloggi Agrituristici,,Appartamenti Maiolani Veronica,,,,0.0,0.0,132196554,,0.0,10.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,3.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,Appartamenti Gaglia Caterina -  sub. 7-11 e 17,,,,0.0,0.0,198839585,,0.0,12.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,3.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,Trameri Mariagrazia (Via Le Runi),,,,0.0,0.0,104864670,,0.0,3.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,6.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,BAITA DE CIANO,baitadeciano@gmail.com,,,6.03830614698e+17,5.1488956646299904e+17,9758302,,5.14889566462999e+17,38.0,6.03830614698e+17,,,,SO,,,,,,,0342 905415,,valdidentro,via ai forni premadio 9,23038.0,
,,4.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,Chalet dell'Acero,,,,0.0,0.0,83228054,,0.0,12.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,1.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,Appartamento Crippa Michela,,,,0.0,0.0,483723747,,0.0,4.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,1.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Appartamento Appiani Roberto,,,,0.0,0.0,410836375,,0.0,4.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,16.0,,0.0,Complementari,Foresterie lombarde,,Holiday House Erika,info@holidaybormio.com,,,6.03934964259e+17,5.1489037880199904e+17,66454567,,5.14890378801999e+17,35.0,6.03934964259e+17,,,,SO,,,,,,,3.93E+16,,valdidentro,via al dosso 4,,
,,2.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Appartamento Compagnoni Laura,,,,0.0,0.0,405163857,,0.0,4.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,1.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Appartamento Vitalini Daniela,,,,0.0,0.0,467325341,,0.0,5.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
"Accettazione gruppi,Bar,Giochi per bambini,Lavaggio e stiratura biancheria,Parcheggio custodito,Ristorante",,7.0,,7.0,Alberghiere,Alberghi 2 stelle,,LE BETULLE,,0342 985365,,5.98844158341999e+17,5.14920222422e+17,9751983,,5.14920222422e+17,14.0,5.98844158341999e+17,,,,SO,,,,,,,0342 985365,,valdidentro,via le runi isolaccia 8,23038.0,
,,0.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,CAV Varni Francesco 6,,,,0.0,0.0,259658721,,0.0,0.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,16.0,,0.0,Complementari,Foresterie lombarde,,Casa Cla,caterinapini66@gmail.com,,,601033515304.0,5.14890964843e+17,66454574,,5.14890964843e+17,15.0,601033515304.0,,,,SO,,,,,,,347 65 34 459,,valdidentro,via piandelvino 11,,
"Access. diversamente abili parziale,Accettazione animali domestici,Ascensore,Bar",,21.0,,21.0,Alberghiere,Alberghi 3 stelle,,ROSALPINA,info@meublerosalpina.com,0342 927130,,5.96916987335999e+17,5.1474992571099904e+17,9752064,,5.14749925710999e+17,48.0,5.96916987335999e+17,,,,SO,,,,,,,0342 927141,,valdidentro,via san carlo semogo 16,23038.0,
,,1.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Appartamento Motta Lucia Angela,,,,0.0,0.0,531843706,,0.0,6.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,1.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Appartamento Valbuzzi Marika,,,,0.0,0.0,160485475,,0.0,5.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,3.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Appartamento Smeriglio Ada,,,,0.0,0.0,121727676,,0.0,16.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,1.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Appartamento Lanfranchi Maria Cesarina,,,,0.0,0.0,290174041,,0.0,4.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,1.0,,0.0,Complementari,Locazione turistica non imprenditoriale,,Appartamento Gatti Annamaria,,,,0.0,0.0,632763491,,0.0,4.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,2.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Appartamento Bellotti Aldo,,,,0.0,0.0,86703977,,0.0,8.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
"Access. diversamente abili parziale,Accesso a mezzi pubblici,Accesso a vetture private,Accettazione animali domestici,Accettazione gruppi,Autorimessa,Bar,Custodia valori in cassette sicurezza,Discoteca,Parco o giardino,Ristorante,Sala televisione separata,Sauna privata,Trasporto clienti stazione","Inglese,Tedesco",32.0,,18.0,Alberghiere,Alberghi 3 stelle,,LI ARNOGA + DIPENDENZA,info@arnoga.it,0342 986626,,0.0,0.0,9752515,,0.0,90.0,0.0,,,,SO,,,,,,,0342 927116,,valdidentro,ss 301 del foscagno anroga 8,23038.0,
,,1.0,,0.0,Complementari,Locazione turistica non imprenditoriale,,Appartamento Mognoni Anna,,,,0.0,0.0,371676915,,0.0,4.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,16.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Appartamento Quaggiotto,alessandro.quaggiott@libero.it,,,0.0,0.0,65348331,,0.0,6.0,0.0,,,,SO,,,,,,,3405424478,,valdidentro,via adda - condominio terme 2,,
"Accesso a mezzi pubblici,Accesso a vetture private,Accettazione gruppi,Bar,Custodia valori in cassette sicurezza,Impianti termali propri,Lavaggio e stiratura biancheria,Parco o giardino,Pulizia calzature,Ristorante,Ristorante vegetariano,Sala lettura separata,Sauna privata","Francese,Inglese,Tedesco",36.0,,36.0,Alberghiere,Alberghi 4 stelle,,BAGNI VECCHI,info@bagnidibormio.it,0342 911576,,6.0457140043e+17,5.14889502548e+16,9752593,,5.14889502548e+16,72.0,6.0457140043e+17,,,,SO,,,,,,,0342 900131,,valdidentro,bagni vecchi,23038.0,
,,0.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Appartamenti Antonioli Giovanna sub 12,,,,0.0,0.0,456731866,,0.0,0.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,16.0,,0.0,Complementari,Foresterie lombarde,,Villa Bianca,luisacompagnoni@alice.it,,,6.04544693728e+17,5.14868558485e+17,66454661,,5.14868558485e+17,8.0,6.04544693728e+17,,,,SO,,,,,,,335 355368,,valdidentro,via ripa fontana 2,,
,,2.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,CAV Vitiello Fabrizio,,,,0.0,0.0,145026715,,0.0,8.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,1.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Appartamento Tubiolo Alessandra,,,,0.0,0.0,135429576,,0.0,6.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,0.0,,0.0,Complementari,Foresterie lombarde,,Casa Primula,baitadeciano@gmail.com,,,6.03740732612999e+17,5.14884829994999e+16,66454596,,5.14884829994999e+16,8.0,6.03740732612999e+17,,,,SO,,,,,,,,,valdidentro,via ai forni 1,,
,,0.0,,0.0,Complementari,Foresterie lombarde,,Mountain Escape Hotel,,,,0.0,0.0,66454622,,0.0,25.0,0.0,,,,SO,,,,,,,347-2816119,,valdidentro,via madonnina 6,,
"Access. diversamente abili parziale,Accesso a mezzi pubblici,Accettazione animali domestici,Accettazione gruppi,Ascensore,Autorimessa,Bar,Custodia valori in cassaforte,Giochi per bambini,Parco o giardino,Ristorante,Ristorante vegetariano,Sala lettura separata,Sala televisione separata,Salone di bellezza,Solarium,Tavernetta o tavola calda",Inglese,40.0,,41.0,Alberghiere,Alberghi 3 stelle,,DEL CARDO,info@hotelcardo.it,0342 927154,,5.97698469674e+17,5.1487714860399904e+17,9751675,,5.14877148603999e+17,79.0,5.97698469674e+17,,,,SO,,,,,,,0342 927171,,valdidentro,via cima piazzi semogo 80,23038.0,
,,0.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Appartamenti Canclini Mercede - sub. 14,,,,0.0,0.0,232937843,,0.0,0.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,2.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Appartamenti Rocca Simone,,,,0.0,0.0,285605456,,0.0,6.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,1.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Appartamento Lanfranchi Fulvio,,,,0.0,0.0,108824188,,0.0,4.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
"Accesso a vetture private,Accettazione gruppi,Autorimessa,Bar,Custodia valori in cassaforte,Ristorante,Sala televisione separata","Francese,Inglese,Tedesco",17.0,,17.0,Alberghiere,Alberghi 2 stelle,,ALPINA,albergoalpina@libero.it,0342 918056,,6.04002355796999e+17,5.1484562081899904e+17,9751853,,5.14845620818999e+17,29.0,6.04002355796999e+17,,,,SO,,,,,,,0342 901251,,valdidentro,via san gallo premadio 1,23038.0,
,,1.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Baita Lisa sub 7,,,,0.0,0.0,534208044,,0.0,1.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,1.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Appartamenti Sosio Dorina sub 5,,,,0.0,0.0,525062131,,0.0,1.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,1.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,CASA ELDA,sosio.renato@gmail.com,,,5.97655298274999e+16,5.1487535521299904e+17,9763547,,5.14875355212999e+17,5.0,5.97655298274999e+16,,,,SO,,,,,,,335 580 0250,,valdidentro,via cima piazzi 17,23038.0,
,,1.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Appartamento Valgoi Mauro,,,,0.0,0.0,443382958,,0.0,5.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,6.0,,0.0,Complementari,Foresterie lombarde,,RISTORO MONTE SCALE,ristmontescale@libero.it,,,6.03055897521e+17,5.1488946392e+17,9762777,,5.1488946392e+17,20.0,6.03055897521e+17,,,,SO,,,,,,,0342 904660,,valdidentro,cancano,23038.0,
,,6.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,CASA IN ALTO,rinipaolo@hotmail.com,,,0.0,0.0,13478403,,0.0,60.0,0.0,,,,SO,,,,,,,348 3906643,,valdidentro,via scalota pedenosso scalota 4,23038.0,
,,16.0,,0.0,Complementari,Foresterie lombarde,,Casa Sosio Martinelli,casasosiomartinelli@gmail.com,,,5.98891430229e+17,5.14924651939e+17,66454538,,5.14924651939e+17,25.0,5.98891430229e+17,,,,SO,,,,,,,3495822900,,valdidentro,via livigno,,
,,1.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Appartamento Martinelli Irma Martina,,,,0.0,0.0,191046058,,0.0,4.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,0.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,"Bormio Stay - Via Belvedere, 28 - sub 3",,,,0.0,0.0,405164288,,0.0,0.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,1.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Appartamento Berbenni,appartamentoberbenni@gmail.com,,,1.02793724e+17,4.6498383199999904e+17,65348321,,4.64983831999999e+17,4.0,1.02793724e+17,,,,SO,,,,,,,3349355043,,valdidentro,,,
,,15.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,CASA MARTINELLI,casamartinelli@valdidentro.it,0342 986153,,5.99670030509999e+17,5.1492615715699904e+17,13478234,,5.14926157156999e+17,60.0,5.99670030509999e+17,,,,SO,,,,,,,0342 985878,,valdidentro,via capole isolaccia 21,23038.0,
,,1.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Appartamento Martinelli Daniele,,,,0.0,0.0,384725780,,0.0,4.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,1.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Appartameno Bracchi Lucia,,,,0.0,0.0,132196801,,0.0,4.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
"Accesso a mezzi pubblici,Accesso a vetture private,Accettazione animali domestici,Accettazione gruppi,Autorimessa,Bar,Custodia valori in cassaforte,Custodia valori in cassette sicurezza,Giochi per bambini,Parco o giardino,Ristorante,Sala lettura separata,Sala televisione separata","Inglese,Tedesco",18.0,,19.0,Alberghiere,Alberghi 2 stelle,,GARDENIA,info@hgardenia.it,0342 986710,,5.99703691033e+16,5.1492990030199904e+17,9751941,,5.14929900301999e+17,33.0,5.99703691033e+16,,,,SO,,,,,,,0342 985563,,valdidentro,via ai piani isolaccia 9,23038.0,
,,1.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Appartamento Peccedi Mara,,,,0.0,0.0,103907942,,0.0,9.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,1.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Appartamento Rocca Alessandro,,,,0.0,0.0,101872807,,0.0,5.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,1.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Appartamento Carimati Elena Giuseppina,,,,0.0,0.0,632763483,,0.0,6.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,2.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Appartamenti Gasperi Simone,,,,0.0,0.0,646973574,,0.0,10.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,2.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Bradanini Lorenza,roccabradanini@gmail.com,,,1.03396319999999e+17,4.6484682999999904e+17,65348327,,4.64846829999999e+17,7.0,1.03396319999999e+17,,,,SO,,,,,,,3391035530,,valdidentro,via borgonuovo 22b,,
,,0.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,CAV Varni Francesco 4,,,,0.0,0.0,259658713,,0.0,0.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,3.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,CASA VIOLA,casaviola@bormio.it,,,5.99455559753e+17,5.14921812586e+17,9758260,,5.14921812586e+17,16.0,5.99455559753e+17,,,,SO,,,,,,,0342 921113,,valdidentro,piazza iv novembre isolaccia 16,23038.0,
,,0.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Appartamento Ferruzzi Edward,ed.ferruzzi@libero.it,,,6.00607106814e+17,5.1489631095099904e+17,65348398,,5.14896310950999e+17,3.0,6.00607106814e+17,,,,SO,,,,,,,3208285840,,valdidentro,via baldassarre rocca 16,,
,,4.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,Rosengarden,,,,0.0,0.0,83228156,,0.0,16.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
,,1.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Appartamenti Rodigari Cati Silvia	sub 4,,,,0.0,0.0,536896321,,0.0,1.0,0.0,,,,SO,,,,,,,,,valdidentro,,23038.0,
"Accesso a mezzi pubblici,Accesso a vetture private,Accettazione animali domestici,Accettazione gruppi,Autorimessa,Bar,Custodia valori in cassette sicurezza,Giochi per bambini,Lavaggio e stiratura biancheria,Parco o giardino,Ristorante",Inglese,15.0,,8.0,Alberghiere,Residenze turistico alberghiere 2 stelle,,LA VAL RESIDENCE,info@lavalhotel.it,0342 921092,,598924203446.0,5.14916549622999e+16,9752250,,5.14916549622999e+16,43.0,598924203446.0,,,,SO,,,,,,,0342 985519,,valdidentro,via presura isolaccia 7,23038.0,
