titles,rating,price,comments,locations,CAP,city,lng,lat,reference,data_source,url,contact,type
Hotel Cardo,4.5,price not available,(348),not available,,,10.29680566,46.48933294,valdidentro,google,,,· Ristorante
Alpen Hotel Valdidentro,4.6,price not available,(443),not available,,,10.29680566,46.48933294,valdidentro,google,,,· Ristorante
Hotel Cima Piazzi,4.4,price not available,(268),not available,,,10.29680566,46.48933294,valdidentro,google,,,· Ristorante
Osteria,5.0,price not available,(1),€,,,10.29680566,46.48933294,valdidentro,google,,,·  · Ristorante
Rifugio Ristoro San Giacomo Cancano,4.1,price not available,(176),not available,,,10.29680566,46.48933294,valdidentro,google,,,· Ristorante
Ristorante Pizzeria San Carlo,4.3,price not available,(69),not available,,,10.29680566,46.48933294,valdidentro,google,,,· Pizza
Rifugio Ristoro Solena,4.0,price not available,(140),not available,,,10.29680566,46.48933294,valdidentro,google,,,· Ristorante
RISTORANTE PIZZERIA RUSTICA,4.2,€€,(317),Piazzatorre BG,,,9.68557205,45.99001243,piazzatorre,google,,,·  · Italiana
Alpenrose,4.6,price not available,(14),not available,,,9.68557205,45.99001243,piazzatorre,google,,,· Ristorante
Bianchi Fulvia,4.1,price not available,(128),not available,,,9.68557205,45.99001243,piazzatorre,google,,,· Ristorante
Albergo Piazzatorre,4.6,price not available,(107),not available,,,9.68557205,45.99001243,piazzatorre,google,,,· Ristorante
Hotel Le Pinete,4.4,price not available,(166),not available,,,9.68557205,45.99001243,piazzatorre,google,,,· Ristorante
Bar Luna A.S.P.,4.1,price not available,(81),€,,,9.68557205,45.99001243,piazzatorre,google,,,·  · Bar
Osteria De I Magri | Ristorante Tipico Valtellinese e Cucina Sarda,4.4,€€,(481),Vicolo Galileo Galilei  1,,,10.37559509,46.47015993,bormio,google,,,·  · Ristorante
Al Filò,4.6,€€,(1319),Via Dante Alighieri  6,,,10.37559509,46.47015993,bormio,google,,,·  · Ristorante
Ristorante Da Riccardo,4.3,price not available,(49),Via Santo Lorenzo  2,,,10.37559509,46.47015993,bormio,google,,,· Ristorante
The Steak House Bormio,4.2,€€,(2004),Via Roma  21,,,10.37559509,46.47015993,bormio,google,,,·  · Steakhouse
Trattoria Tipica Montana,4.0,price not available,(305),Via Milano  76,,,10.37559509,46.47015993,bormio,google,,,· Ristorante
Ristorante Miramonti,3.5,price not available,(12),Strada del Passo dello Stelvio  46-50,,,10.37559509,46.47015993,bormio,google,,,· Ristorante
Ristorante Kuerc,4.0,€€,(606),Piazza Cavour  8,,,10.37559509,46.47015993,bormio,google,,,·  · Ristorante
Ristorante e Pizzeria Contado,3.9,€€,(410),Via della Vittoria  6/b,,,10.37559509,46.47015993,bormio,google,,,·  · Ristorante
La Sablonera ristorante,4.6,price not available,(132),Via Coltura  4,,,10.37559509,46.47015993,bormio,google,,,· Ristorante
Mary + Co,3.9,price not available,(74),Via Massimo Longa  5,,,10.37559509,46.47015993,bormio,google,,,· Cucina tradizionale
Cristall Bar Mountain Bistrot,4.2,€€,(333),Via Funivia  35/37,,,10.37559509,46.47015993,bormio,google,,,·  · Cucina tradizionale
La Stua Pizzeria Ristorante,4.1,€€,(1342),Via Milano  93,,,10.37559509,46.47015993,bormio,google,,,·  · Pizza
Nevada Restaurant and Cafe',4.0,price not available,(25),Via Battaglion Morbegno  23,,,10.37559509,46.47015993,bormio,google,,,· Ristorante
Be White Après Ski & Restaurant,4.4,€€,(329),Via Battaglion Morbegno  25,,,10.37559509,46.47015993,bormio,google,,,·  · Ristorante
Ristorante hotel Baita dei Pini,5.0,price not available,(2),Via Don Evaristo Peccedi  15,,,10.37559509,46.47015993,bormio,google,,,· Italiana
Ristorante Stella Di Bormetti Cristina,not available,price not available,not available,Via Roma  101,,,10.37559509,46.47015993,bormio,google,,,· Ristorante
BeSushi Bormio,4.3,price not available,(68),Via Battaglion Morbegno  25,,,10.37559509,46.47015993,bormio,google,,,· Sushi
Sun Day Bottega,4.0,price not available,(6),Via Funivia  39,,,10.37559509,46.47015993,bormio,google,,,· Bistrò
Rebel8,4.1,price not available,(11),Via dei Molini  16A,,,10.37559509,46.47015993,bormio,google,,,· Ristorante
Al Fiume apres bike,4.6,€€,(395),Via Silvio Pellico  15,,,10.37559509,46.47015993,bormio,google,,,·  · Griglia
Chalet I Rododendri,not available,price not available,not available,Bormio SO,,,10.37559509,46.47015993,bormio,google,,,· Ristorante
Hotel La Genzianella,4.9,price not available,(505),Via Zandilla  6,,,10.37559509,46.47015993,bormio,google,,,· Ristorante
Bar a la Torre Paninoteca,4.4,€€,(117),Piazza Cavour  12A,,,10.37559509,46.47015993,bormio,google,,,·  · Bar
Ke Pizza Bormio Takeaway,4.4,€,(286),Via Santo Lorenzo  4/58,,,10.37559509,46.47015993,bormio,google,,,·  · Pizza da asporto
Bar Lord Byron,4.5,price not available,(146),Via Santa Barbara  30,,,10.37559509,46.47015993,bormio,google,,,· Panini
Bar Nuovo - Trattoria da Ivo,4.2,€€,(311),Via Milano  8,,,10.37559509,46.47015993,bormio,google,,,·  · Bar
Umami,4.7,price not available,(7),Via Monte Cristallo  21,,,10.37559509,46.47015993,bormio,google,,,· Hotel
"Bar Le Corti, Tavola Calda",4.1,price not available,(511),Via Milano  60,,,10.37559509,46.47015993,bormio,google,,,· Bar caffè
Bormio Power - Ristorante/Bar,4.8,price not available,(119),Via Milano  104,,,10.37559509,46.47015993,bormio,google,,,· Italiana
Osteria Al Dosso,4.6,€€,(158),Via Dosso  1,,,10.15206343,46.15334799,aprica,google,,,·  · Ristorante
Ristorante Il Piccolo Chalet,4.5,€€,(514),Via Magnolta Località Parade,,,10.15206343,46.15334799,aprica,google,,,·  · Ristorante
Ristorante Francesco,4.2,€€,(422),Corso Roma  37,,,10.15206343,46.15334799,aprica,google,,,·  · Ristorante
Ristorante Pizzeria Ambrosini,4.3,€€,(609),Corso Roma  158,,,10.15206343,46.15334799,aprica,google,,,·  · Ristorante
ristorante bar bistrot Aprica,4.3,€€,(189),Corso Roma  79,,,10.15206343,46.15334799,aprica,google,,,·  · Ristorante
Ristorante La Stua,2.7,price not available,(3),Via Valtellina  11,,,10.15206343,46.15334799,aprica,google,,,· Ristorante
Gimmy's Restaurant,3.9,price not available,(59),Via Privata Gemelli,,,10.15206343,46.15334799,aprica,google,,,· Ristorante
Stambech ristorante Argentino,4.6,€€,(699),Corso Roma  77,,,10.15206343,46.15334799,aprica,google,,,·  · Argentina
Plona,4.4,€€,(668),Corso Roma  209,,,10.15206343,46.15334799,aprica,google,,,·  · Italiana
Ristoro Tipico dal Duménac,4.1,€€,(685),Corso Roma  172,,,10.15206343,46.15334799,aprica,google,,,·  · Pizza
pizzeria e paninoteca san Giorgio,4.4,price not available,(19),Via Valtellina  11,,,10.15206343,46.15334799,aprica,google,,,· Pizza
Agriturismo Lì Spondi,4.6,price not available,(32),Aprica SO,,,10.15206343,46.15334799,aprica,google,,,· Ristorante
Pizzeria,3.2,price not available,(5),Corso Roma  172,,,10.15206343,46.15334799,aprica,google,,,· Ristorante
The Keller Pub,4.4,€€,(469),Corso Roma  240,,,10.15206343,46.15334799,aprica,google,,,·  · Pub irlandese
Ristorante Pizzeria Stofol - Aprica (so),3.9,price not available,(378),Aprica SO,,,10.15206343,46.15334799,aprica,google,,,· Ristorante
Food Passion,not available,price not available,not available,Corso Roma  101,,,10.15206343,46.15334799,aprica,google,,,· Ristorante da asporto
Paras PIZZE & KEBAB,4.1,€,(141),Corso Roma  4,,,10.15206343,46.15334799,aprica,google,,,·  · Negozio di kebab
Hotel Meublè Ambrosini,4.4,price not available,(144),Via Magnolta  7,,,10.15206343,46.15334799,aprica,google,,,· Ristorante
Ristoro Paso',4.2,€€,(636),Via Palabione,,,10.15206343,46.15334799,aprica,google,,,·  · Ristorante
Boomerang Cafe,4.2,€€,(106),Corso Roma  97,,,10.15206343,46.15334799,aprica,google,,,·  · Bar
Bar Italia,4.4,price not available,(22),Corso Roma  146,,,10.15206343,46.15334799,aprica,google,,,· Bar
Macelleria E Gastronomia,5.0,price not available,(1),Corso Roma  118,,,10.15206343,46.15334799,aprica,google,,,· Negozio di alimentari
Penak Burger,4.1,price not available,(108),Corso Roma  198,,,10.15206343,46.15334799,aprica,google,,,· Ristorante
Ristorante Piscè,4.4,€,(185),Villa di tirano SO,,,10.15206343,46.15334799,aprica,google,,,·  · Ristorante
"Baita ""Le lische""",4.3,€€,(239),Località Lische,,,10.15206343,46.15334799,aprica,google,,,·  · Ristorante
Loft Cafe Aprica,4.6,price not available,(94),Via Europa  144,,,10.15206343,46.15334799,aprica,google,,,· Bar
La Quercia Antica,4.3,price not available,(67),Tirano SO,,,10.15206343,46.15334799,aprica,google,,,· Ristorante
Bar Ca'Disi,4.2,€€,(643),Corso Roma  215,,,10.15206343,46.15334799,aprica,google,,,·  · Bar
Hotel Club Funivia,4.3,price not available,(294),Piazza Baradello  2,,,10.15206343,46.15334799,aprica,google,,,· Ristorante
Gimmy's,"[['4.0/5'], ['4.0']]","[['Prezzo medio 26€'], ['cucina raffinata']]",284 recensioni,Via Privata Gemelli,23031.0,Aprica,10.15206343,46.15334799,aprica,"[['the_fork'], ['tripadvisor']]",,,
Grizzly Bar,"[['4.5'], ['4.7']]","[['cibo economico'], ['€€']]",,Via Adamello 6,23031.0,Aprica,10.15206343,46.15334799,aprica,"[['tripadvisor'], ['google']]",https://www.tripadvisor.it/Restaurant_Review-g194672-d12083826-Reviews-Grizzly_Bar-Aprica_Province_of_Sondrio_Lombardy.html,+393493203883,
La Taverna degli Elfi,"[['4.0'], ['4.4']]","[['fascia media'], ['€€']]",,Via Europa 43 Piazza Palabione. Full Sky Scuola di Sci,23031.0,Aprica,10.15206343,46.15334799,aprica,"[['tripadvisor'], ['google']]",https://www.tripadvisor.it/Restaurant_Review-g194672-d15887021-Reviews-La_Taverna_degli_Elfi-Aprica_Province_of_Sondrio_Lombardy.html,+390342017033,
Ristorante Barbasch,"[['3.5'], ['4.0']]","[['fascia media'], ['€€']]",,Via Valtellina 25,23031.0,Aprica,10.15206343,46.15334799,aprica,"[['tripadvisor'], ['google']]",https://www.tripadvisor.it/Restaurant_Review-g194672-d4756846-Reviews-Ristorante_Barbasch-Aprica_Province_of_Sondrio_Lombardy.html,+390342746210,
Ristorante Firenze,"[['4.5'], ['4.4']]","[['fascia media'], ['€€']]",,Corso Roma 223,23031.0,Aprica,10.15206343,46.15334799,aprica,"[['tripadvisor'], ['google']]",https://www.tripadvisor.it/Restaurant_Review-g194672-d2278426-Reviews-Ristorante_Firenze-Aprica_Province_of_Sondrio_Lombardy.html,+390342746410,
Ristorante La Caveja,"[['4.0'], ['4.3']]","[['fascia media'], ['€€']]",,Via Europa 78,23031.0,Aprica,10.15206343,46.15334799,aprica,"[['tripadvisor'], ['google']]",https://www.tripadvisor.it/Restaurant_Review-g194672-d3332711-Reviews-Ristorante_La_Caveja-Aprica_Province_of_Sondrio_Lombardy.html,+393204635873,
Chalet Maniva,"[['3.5'], ['4.4']]","[['fascia media'], ['price not available']]",,Località Maniva 6 Giogo del Maniva,25072.0,Bagolino,10.46893818,45.82122915,bagolino,"[['tripadvisor'], ['google']]",https://www.tripadvisor.it/Restaurant_Review-g1526074-d3776216-Reviews-Chalet_Maniva-Bagolino_Province_of_Brescia_Lombardy.html,+393248022296,
La Trattoria del Viandante,"[['4.7/5'], ['4.5']]","[['Prezzo medio 25€'], ['fascia media']]",152 recensioni,Via Moreschi  28,25072.0,Bagolino,10.46893818,45.82122915,bagolino,"[['the_fork'], ['tripadvisor']]",,,
Trattoria Cerreto,"[['5.0'], ['4.6']]","[['fascia media'], ['€€']]",,Via Cerreto 1,25072.0,Bagolino,10.46893818,45.82122915,bagolino,"[['tripadvisor'], ['google']]",https://www.tripadvisor.it/Restaurant_Review-g1526074-d19112498-Reviews-Trattoria_Cerreto-Bagolino_Province_of_Brescia_Lombardy.html,+390365903227,
Agriturismo La Possa,"[['3.5'], ['4.2']]","[['fascia media'], ['price not available']]",,Via Al Piso Fraz. Concenedo,23816.0,Barzio,9.46834431,45.94646921,barzio,"[['tripadvisor'], ['google']]",https://www.tripadvisor.it/Restaurant_Review-g1582779-d4283774-Reviews-Agriturismo_La_Possa-Barzio_Province_of_Lecco_Lombardy.html,+393484909834,
Antica Osteria,"[['3.5'], ['4.2']]","[['fascia media'], ['price not available']]",,Via Ai Monti 1,23816.0,Barzio,9.46834431,45.94646921,barzio,"[['tripadvisor'], ['google']]",https://www.tripadvisor.it/Restaurant_Review-g1582779-d2217873-Reviews-Antica_Osteria-Barzio_Province_of_Lecco_Lombardy.html,+393472360550,
Forno Artigianale Novecento,"[['4.5'], ['4.4']]","[['cibo economico'], ['€€']]",,Via Francesca Manzoni 9,23816.0,Barzio,9.46834431,45.94646921,barzio,"[['tripadvisor'], ['google']]",https://www.tripadvisor.it/Restaurant_Review-g1582779-d9814334-Reviews-Forno_Artigianale_Novecento-Barzio_Province_of_Lecco_Lombardy.html,+390341997043,
La Locanda di Miro',"[['3.5'], ['4.1']]","[['fascia media'], ['€€']]",,Piazza Giuseppe Garibaldi 11,23816.0,Barzio,9.46834431,45.94646921,barzio,"[['tripadvisor'], ['google']]",https://www.tripadvisor.it/Restaurant_Review-g1582779-d2099170-Reviews-La_Locanda_di_Miro-Barzio_Province_of_Lecco_Lombardy.html,+390341911125,
Ristorante Pizzeria Chalet,"[['2.5'], ['3.7']]","[['fascia media'], ['€€']]",,Piazza Giuseppe Garibaldi 1,23816.0,Barzio,9.46834431,45.94646921,barzio,"[['tripadvisor'], ['google']]",https://www.tripadvisor.it/Restaurant_Review-g1582779-d4753382-Reviews-Bar_Ristorante_Chalet-Barzio_Province_of_Lecco_Lombardy.html,+390341996123,
Shabu Barzio,"[['4.3/5'], ['4.5'], ['4.6']]","[['Prezzo medio 25€'], ['fascia media'], ['€€']]",72 recensioni,Via Martiri Patrioti Barziesi  4,23816.0,Barzio,9.46834431,45.94646921,barzio,"[['the_fork'], ['tripadvisor'], ['google']]",,,
Agriturismo Rini,"[['4.5'], ['4.6']]","[['fascia media'], ['price not available']]",,Via Cavalier Pietro Rini 2,23032.0,Bormio,10.37559509,46.47015993,bormio,"[['tripadvisor'], ['google']]",https://www.tripadvisor.it/Restaurant_Review-g194697-d2048582-Reviews-Agriturismo_Rini-Bormio_Province_of_Sondrio_Lombardy.html,+390342901224,
Agriturismo SanGallo,"[['4.5'], ['4.6']]","[['fascia media'], ['price not available']]",,Via Per Premadio 30,23032.0,Bormio,10.37559509,46.47015993,bormio,"[['tripadvisor'], ['google']]",https://www.tripadvisor.it/Restaurant_Review-g194697-d14791677-Reviews-Agriturismo_SanGallo-Bormio_Province_of_Sondrio_Lombardy.html,+393272608285,
Bistrot Pizzeria Umami,"[['4.0'], ['4.3']]","[['fascia media'], ['€€']]",,Via Stelvio 23,23032.0,Bormio,10.37559509,46.47015993,bormio,"[['tripadvisor'], ['google']]",https://www.tripadvisor.it/Restaurant_Review-g194697-d11850076-Reviews-Pizzeria_Umami-Bormio_Province_of_Sondrio_Lombardy.html,+390342911734,
Ristorante pizzeria Sunrise Bormio,"[['4.0'], ['4.3']]","[['fascia media'], ['€€']]",,Via Don Evaristo Peccedi 24,23032.0,Bormio,10.37559509,46.47015993,bormio,"[['tripadvisor'], ['google']]",https://www.tripadvisor.it/Restaurant_Review-g194697-d2289711-Reviews-Sunrise-Bormio_Province_of_Sondrio_Lombardy.html,+390342910525,
Baita Corna Rossa,"[['3.5'], ['4.1']]","[['fascia media'], ['price not available']]",,Via Pineta 39,25042.0,Borno,10.20580785,45.94679424,borno,"[['tripadvisor'], ['google']]",https://www.tripadvisor.it/Restaurant_Review-g1199300-d2389730-Reviews-Baita_Corna_Rossa-Borno_Province_of_Brescia_Lombardy.html,+390364311691,
Chalet Lova,"[['4.0'], ['4.4']]","[['fascia media'], ['€€']]",,Localita Lago di Lova SNC,25042.0,Borno,10.20580785,45.94679424,borno,"[['tripadvisor'], ['google']]",https://www.tripadvisor.it/Restaurant_Review-g1199300-d3533453-Reviews-Chalet_Lova-Borno_Province_of_Brescia_Lombardy.html,+393477922271,
Pizzeria Lè Stess,"[['4.5'], ['4.7']]","[['fascia media'], ['price not available']]",,Via Rivadossa 5,25042.0,Borno,10.20580785,45.94679424,borno,"[['tripadvisor'], ['google']]",https://www.tripadvisor.it/Restaurant_Review-g1199300-d10356110-Reviews-Pizzeria_Le_Stess-Borno_Province_of_Brescia_Lombardy.html,+390364310986,
Rifugio Monte Altissimo,"[['4.5'], ['4.5']]","[['cibo economico'], ['€€']]",,Altissimo 1703,25042.0,Borno,10.20580785,45.94679424,borno,"[['tripadvisor'], ['google']]",https://www.tripadvisor.it/Restaurant_Review-g1199300-d15104814-Reviews-Rifugio_Monte_Altissimo-Borno_Province_of_Brescia_Lombardy.html,+393463611004,
Ristorante Pizzeria La Tegola,"[['3.5'], ['3.7']]","[['fascia media'], ['€€']]",,Località Dassine,25052.0,Piancogno,10.22051406,45.91880417,borno,"[['tripadvisor'], ['google']]",https://www.tripadvisor.it/Restaurant_Review-g2018856-d3834432-Reviews-La_Tegola-Piancogno_Province_of_Brescia_Lombardy.html,+393394681180,
Ristorante Pizzeria Venturelli,"[['4.5'], ['4.4']]","[['cucina raffinata'], ['price not available']]",,Via Roma 9,25042.0,Borno,10.20580785,45.94679424,borno,"[['tripadvisor'], ['google']]",https://www.tripadvisor.it/Restaurant_Review-g1199300-d2389879-Reviews-Ristorante_Pizzeria_Venturelli-Borno_Province_of_Brescia_Lombardy.html,+390364312067,
Pizza Impero,"[['4.0'], ['4.4']]","[['cibo economico'], ['price not available']]",,Piazza Sant'Antonio 4,25043.0,Breno,10.30204086,45.95601285,breno,"[['tripadvisor'], ['google']]",https://www.tripadvisor.it/Restaurant_Review-g194700-d6764834-Reviews-Pizza_Impero-Breno_Province_of_Brescia_Lombardy.html,+393892424247,
Ristorante Pizzeria Bar Giardino,"[['4.0'], ['4.3']]","[['fascia media'], ['€€']]",,Via 28 Aprile 7,25043.0,Breno,10.30204086,45.95601285,breno,"[['tripadvisor'], ['google']]",https://www.tripadvisor.it/Restaurant_Review-g194700-d3675457-Reviews-Ristorante_Pizzeria_Bar_Giardino-Breno_Province_of_Brescia_Lombardy.html,+390364321107,
Ristorante Pizzeria Bracconiere,"[['4.0'], ['4.5']]","[['fascia media'], ['€€']]",,Localita' Degna Snc,25043.0,Breno,10.30204086,45.95601285,breno,"[['tripadvisor'], ['google']]",https://www.tripadvisor.it/Restaurant_Review-g194700-d3383888-Reviews-Taverna_Del_Bracconiere-Breno_Province_of_Brescia_Lombardy.html,+390364320526,
Trattoria Taverna,"[['4.0'], ['4.5']]","[['cibo economico'], ['€']]",,Via Prudenzini 15,25043.0,Breno,10.30204086,45.95601285,breno,"[['tripadvisor'], ['google']]",https://www.tripadvisor.it/Restaurant_Review-g194700-d8319499-Reviews-Trattoria_Taverna-Breno_Province_of_Brescia_Lombardy.html,+39036422391,
Trattoria Due Spade,"[['4.0'], ['4.4']]","[['fascia media'], ['price not available']]",,Via Tini 54,23021.0,Campodolcino,9.35431096,46.40213345,campodolcino,"[['tripadvisor'], ['google']]",https://www.tripadvisor.it/Restaurant_Review-g1945838-d3591886-Reviews-Trattoria_Due_Spade-Campodolcino_Province_of_Sondrio_Lombardy.html,+39034350158,
