nome,booking_link,indirizzo,rating,n_reviews,staff,servizi,pulizia,comfort,rapporto qualità prezzo,posizione,wifi gratuito,comune,stato,CAP,first_word_number,info_indirizzo,località
La nostra casa in centro,https://www.booking.com/hotel/it/la-nostra-casa-in-centro.it.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9sZWNjb0gUWARocYgBAZgBFLgBF8gBDNgBAegBAfgBA4gCAagCA7gC0riLpAbAAgHSAiRjMDg1YWFjNC02YzVmLTQzNjItYTE5Yi0xNTA2NjQxNWZlMTLYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=bddc3869c98a003b&srepoch=1686297683&from=searchresults#hotelTmpl,corso martiri della liberazione 24,"8,9",395 recensioni,"9,4","9,0","9,6","9,3","9,1","9,3","8,8",Lecco,Italia,23900.0,False,,
Brothers' Suites,https://www.booking.com/hotel/it/casa-vacanze-pisogne.it.html?aid=304142&label=gen173nr-1FCAQoggJCDnNlYXJjaF9waXNvZ25lSBRYBGhxiAEBmAEUuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKDtYukBsACAdICJDQxNjMwZGFiLTMyZTUtNDE0OS05NjA5LTQxMjAxZDdlMzkzOdgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=bddc37813cde0420&srepoch=1686297220&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,via pomì 2,"9,3",10 recensioni,"9,5","9,3","9,3","9,3","9,5","8,8",,Pisogne,Italia,25055.0,False,,gratacasolo
Awesome apartment in Borno with 4 Bedrooms and WiFi,https://www.booking.com/hotel/it/amazing-apartment-in-borno-with-wifi-and-4-bedrooms.it.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9ib3Jub0gUWARocYgBAZgBFLgBF8gBDNgBAegBAfgBA4gCAagCA7gC4LaLpAbAAgHSAiQ5MDQ2ZTFmZC1mOWUxLTQwYzItOGU1OC0yMjgxMTM1MDJkNWPYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=b9d037f03684025c&srepoch=1686297441&from=searchresults#hotelTmpl,,,,,,,,,,,Borno,Italia,25042.0,False,, laen
TRILOCALE TAIGA - TRAVIOLO SKI RESORT,https://www.booking.com/hotel/it/trilocale-taiga-traviolo-ski-resort.it.html?aid=304142&label=gen173nr-1FCAQoggJCC3NlYXJjaF90ZW11SBRYBGhxiAEBmAEUuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKkwYukBsACAdICJDEyZTAzOWNkLTJhMmUtNDIxNS1hODE2LWJhODA3NGJmOGNlONgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=28&sr_order=popularity&srpvid=3e1e3a925b2e0255&srepoch=1686298800&from=searchresults#hotelTmpl,Predalunga 9,"9,5",2 recensioni,10,10,10,10,10,10,,Temù,Italia,25050.0,True,,
CHALET BEDOLINA,https://www.booking.com/hotel/it/chalet-bedolina.it.html?aid=304142&label=gen173nr-1FCAQoggJCC3NlYXJjaF90ZW11SBRYBGhxiAEBmAEUuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKkwYukBsACAdICJDEyZTAzOWNkLTJhMmUtNDIxNS1hODE2LWJhODA3NGJmOGNlONgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=36&sr_order=popularity&srpvid=3e1e3a925b2e0255&srepoch=1686298800&from=searchresults#hotelTmpl,,,,,,,,,,,Temù,Italia,25050.0,False,, bedolina
Appartamento GARDEN Ponte di Legno,https://www.booking.com/hotel/it/appartamento-garden-ponte-di-legno1.it.html?aid=304142&label=gen173nr-1FCAQoggJCFXNlYXJjaF9wb250ZSBkaSBsZWdub0gUWARocYgBAZgBFLgBF8gBDNgBAegBAfgBA4gCAagCA7gC7PeLpAbAAgHSAiQxNzVkZjU5Ny00MmZkLTQ4NmMtOTFhOC1lODg3ODAxMTFjNGXYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=c31548362a3a0413&srepoch=1686305774&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,Via Risorgimento 27,"9,4",32 recensioni,"9,6","9,2","9,5","9,3","9,3",10,"8,8",Ponte di Legno,Italia,25056.0,True,,
Dagli Olivari - Casa Dani,https://www.booking.com/hotel/it/la-terrazza-di-san-gregorio.it.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9ncm9tb0gUWARocYgBAZgBFLgBF8gBDNgBAegBAfgBA4gCAagCA7gCqq6LpAbAAgHSAiQxNjJkMWIwMi1iM2I0LTQwZWYtYTM1Yi00NzNhNzRkZjA0YTDYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=7b1a35d5ed9f02ba&srepoch=1686296363&from=searchresults#hotelTmpl,piazza marconi 2/a,"9,1",21 recensioni,"9,6","9,2","9,5","9,4","9,2","9,6",10,Gromo,Italia,24020.0,False,,
Ginepro Casa Vacanze,https://www.booking.com/hotel/it/ginepro-casa-vacanze.it.html?aid=304142&label=gen173nr-1FCAQoggJCD3NlYXJjaF9tYWRlc2ltb0gUWARocYgBAZgBFLgBF8gBDNgBAegBAfgBA4gCAagCA7gC67KLpAbAAgHSAiQ0ODlmNjVkMy0wYmNkLTRiODMtYjk1OS1jNzVkODUzOTdjOTPYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=3f0236f502a2011f&srepoch=1686296941&from=searchresults#hotelTmpl,via emet 15a,"9,8",11 recensioni,10,10,10,10,"9,5","9,8",10,Madesimo,Italia,23024.0,False,,
Casa Livia Maria,https://www.booking.com/hotel/it/casa-livia-teglio.it.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF90ZWdsaW9IFFgEaHGIAQGYARS4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AsWui6QGwAIB0gIkZDQ3MzQ0NGQtYTg4Ny00Mjc5LTkwYmItNDJhY2RjZmI0Njg22AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=303b35e251a40183&srepoch=1686296390&from=searchresults#hotelTmpl,via privata oratorio 6,"8,8",4 recensioni,10,"8,8","9,4","8,8","8,8","9,4",,Teglio,Italia,23036.0,False,,
Il Rifugio del Risol,https://www.booking.com/hotel/it/il-rifugio-del-risol.it.html?aid=304142&label=gen173nr-1FCAQoggJCH3NlYXJjaF9jYXN0aW9uZSBkZWxsYSBwcmVzb2xhbmFIFFgEaHGIAQGYARS4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AunFi6QGwAIB0gIkOTgzY2U5OTYtNGU2ZC00ZDhlLTljMGQtZGI5NWQ4YTdiY2Ji2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=54a23bb4e7840230&srepoch=1686299370&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,via foppi 1,"9,6",281 recensioni,"9,8","9,7","9,8","9,8","9,4","9,7","9,2",Castione della Presolana,Italia,24020.0,False,,
CasaLago di Erika e Antonella,https://www.booking.com/hotel/it/casalago.it.html?aid=304142&label=gen173nr-1FCAQoggJCDnNlYXJjaF9waXNvZ25lSBRYBGhxiAEBmAEUuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKDtYukBsACAdICJDQxNjMwZGFiLTMyZTUtNDE0OS05NjA5LTQxMjAxZDdlMzkzOdgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=bddc37813cde0420&srepoch=1686297220&from=searchresults#hotelTmpl,via borne 9,"8,6",29 recensioni,"9,4","9,2","9,4","9,2","8,8","8,3","7,5",Pisogne,Italia,25055.0,False,primo piano,
Fiocco Di Neve,https://www.booking.com/hotel/it/fiocco-di-neve-livigno.it.html?label=gen173nr-1FCAQoggJCDnNlYXJjaF9saXZpZ25vSBRYBGhxiAEBmAEUuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKk0oukBsACAdICJGQ5OWQ0Yjk5LWI4ZDItNGIxZS1iMGRlLTIxMTU0M2U5NTA0NdgCBeACAQ&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=623&sr_order=popularity&srpvid=68053ef4348a039b&srepoch=1686301119&from=searchresults#hotelTmpl,ss301 7373,"8,3",7 recensioni,"8,9","8,6","8,2","8,9","8,2","8,6",,Livigno,Italia,23041.0,False,,
Pizzo Stella - appartamento con box,https://www.booking.com/hotel/it/pizzo-stella-appartamento-con-box-campodolcino2.it.html?aid=304142&label=gen173nr-1FCAQoggJCE3NlYXJjaF9jYW1wb2RvbGNpbm9IFFgEaHGIAQGYARS4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AtG_i6QGwAIB0gIkMDA5NmM1YzktOWZiMy00MmY2LTljMjMtYTljZjYxZDEzNjVl2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=44673a28ca3b0198&srepoch=1686298578&from=searchresults#hotelTmpl,Via Corti 27,,,,,,,,,,Campodolcino,Italia,23021.0,True,,
Wood Mountain Planet Suite House,https://www.booking.com/hotel/it/wood-mountain-planet-suite-house.it.html?label=gen173nr-1FCAQoggJCDnNlYXJjaF9saXZpZ25vSBRYBGhxiAEBmAEUuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKk0oukBsACAdICJGQ5OWQ0Yjk5LWI4ZDItNGIxZS1iMGRlLTIxMTU0M2U5NTA0NdgCBeACAQ&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=614&sr_order=popularity&srpvid=68053ef4348a039b&srepoch=1686301119&from=searchresults#hotelTmpl,via saroch 368,"9,0",4 recensioni,"9,4",10,10,"9,4","8,8","8,8",10,Livigno,Italia,23030.0,False,,
Hotel Tremoggia,https://www.booking.com/hotel/it/tremoggia.it.html?aid=304142&label=gen173nr-1FCAQoggJCG3NlYXJjaF9jaGllc2EgaW4gdmFsbWFsZW5jb0gUWARocYgBAZgBFLgBF8gBDNgBAegBAfgBA4gCAagCA7gCrvyLpAbAAgHSAiRkM2U1ZGZhMC0wNThjLTQ2MzQtOWM5ZC0yMmY3NmRmNTk0MjnYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=48&sr_order=popularity&srpvid=bb1b49576ad4010f&srepoch=1686306364&from=searchresults#hotelTmpl,via bernina 6,"9,0",57 recensioni,"9,5","9,2","9,5","9,4","8,2","9,3",10,Chiesa in Valmalenco,Italia,23023.0,False,,
Angel's Home 4,https://www.booking.com/hotel/it/angels-home-4.it.html?aid=304142&label=gen173nr-1FCAQoggJCFXNlYXJjaF9wb250ZSBkaSBsZWdub0gUWARocYgBAZgBFLgBF8gBDNgBAegBAfgBA4gCAagCA7gC7PeLpAbAAgHSAiQxNzVkZjU5Ny00MmZkLTQ4NmMtOTFhOC1lODg3ODAxMTFjNGXYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=popularity&srpvid=c31548362a3a0413&srepoch=1686305774&from=searchresults#hotelTmpl,Via San Giovanni 19,"9,0",3 recensioni,"9,2","9,2","9,2",10,"9,2","8,3",,Ponte di Legno,Italia,25056.0,True,,
Snow Mountain Planet Suite House,https://www.booking.com/hotel/it/snow-mountain-planet-suite-house.it.html?label=gen173nr-1FCAQoggJCDnNlYXJjaF9saXZpZ25vSBRYBGhxiAEBmAEUuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKk0oukBsACAdICJGQ5OWQ0Yjk5LWI4ZDItNGIxZS1iMGRlLTIxMTU0M2U5NTA0NdgCBeACAQ&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=615&sr_order=popularity&srpvid=68053ef4348a039b&srepoch=1686301119&from=searchresults#hotelTmpl,via saroch 368,10,6 recensioni,10,10,10,10,"9,6","9,6",,Livigno,Italia,23030.0,False,,
A 5 minuti dal centro 3 piano,https://www.booking.com/hotel/it/a-5-minuti-dal-centro-3-piano.it.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9sZWNjb0gUWARocYgBAZgBFLgBF8gBDNgBAegBAfgBA4gCAagCA7gC0riLpAbAAgHSAiRjMDg1YWFjNC02YzVmLTQzNjItYTE5Yi0xNTA2NjQxNWZlMTLYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=134&sr_order=popularity&srpvid=bddc3869c98a003b&srepoch=1686297718&from=searchresults#hotelTmpl,via monte spluga 11,"9,0",2 recensioni,"7,5","8,8","8,8","8,8","8,8","8,8","7,5",Lecco,Italia,23900.0,False,,
Vittoria Casa Vacanza,https://www.booking.com/hotel/it/vittoria-casa-vacanza.it.html?aid=304142&label=gen173nr-1FCAQoggJCD3NlYXJjaF9tYWRlc2ltb0gUWARocYgBAZgBFLgBF8gBDNgBAegBAfgBA4gCAagCA7gC67KLpAbAAgHSAiQ0ODlmNjVkMy0wYmNkLTRiODMtYjk1OS1jNzVkODUzOTdjOTPYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&srpvid=3f0236f502a2011f&srepoch=1686296941&from=searchresults#hotelTmpl,Via Emet 26,"9,4",9 recensioni,"9,4","9,1","9,7","9,7","9,1","8,8",,Madesimo,Italia,23024.0,True,,
Gin Luna Apartment,https://www.booking.com/hotel/it/gin-luna-apartment.it.html?aid=304142&label=gen173nr-1FCAQoggJCDnNlYXJjaF9hcnRvZ25lSBRYBGhxiAEBmAEUuAEXyAEM2AEB6AEB-AEDiAIBqAIDuALurYukBsACAdICJDA3YjZkZmI5LWEyZWQtNGRkZi1hOGE2LTY4NTI0NDZjOGJiMdgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=popularity&srpvid=4c4135b7fbe80092&srepoch=1686296304&from=searchresults#hotelTmpl,Via Pradosole 2,"9,2",4 recensioni,"9,4","8,8",10,"8,8","8,1","8,1",,Artogne,Italia,25040.0,True,Condominio Ginepro,
Hotel Ristorante Miravalle,https://www.booking.com/hotel/it/ristorante-miravalle-teglio2.it.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF90ZWdsaW9IFFgEaHGIAQGYARS4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AsWui6QGwAIB0gIkZDQ3MzQ0NGQtYTg4Ny00Mjc5LTkwYmItNDJhY2RjZmI0Njg22AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=303b35e251a40183&srepoch=1686296390&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,via roma 70,"7,8",499 recensioni,"8,4","7,7","8,4","8,2","8,0","8,3","7,4",Teglio,Italia,23036.0,False,,
Casavacanza,https://www.booking.com/hotel/it/casavacanza-aprica.it.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9hcHJpY2FIFFgEaHGIAQGYARS4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AqSwi6QGwAIB0gIkODYyNDI3NTQtZDJlNi00NDIzLTk2MWYtODUxZGU2MTg4Zjlj2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=57&sr_order=popularity&srpvid=8a7b3652953c0319&srepoch=1686296630&from=searchresults#hotelTmpl,via italia 26,"9,4",17 recensioni,"9,9","9,3","9,7","9,7","9,1","9,7",,Aprica,Italia,23031.0,False,,
San Luigi - Rooms & Apartments,https://www.booking.com/hotel/it/b-amp-b-san-luigi.it.html?aid=304142&label=gen173nr-1FCAQoggJCE3NlYXJjaF9jYW1wb2RvbGNpbm9IFFgEaHGIAQGYARS4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AtG_i6QGwAIB0gIkMDA5NmM1YzktOWZiMy00MmY2LTljMjMtYTljZjYxZDEzNjVl2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=44673a28ca3b0198&srepoch=1686298578&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,via don guanella 2/4,"7,0",187 recensioni,"8,4","7,1","7,6","7,3","7,2","8,2",,Campodolcino,Italia,23021.0,False,,
Appartamento Alba,https://www.booking.com/hotel/it/generale-osio-n-44.it.html?aid=304142&label=gen173nr-1FCAQoggJCDnNlYXJjaF9zZWx2aW5vSBRYBGhxiAEBmAEUuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKZx4ukBsACAdICJDQwOTk5MmI0LWJkMjgtNDA1Ny1hMDc0LWVkN2U4OTMyM2QzMNgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=9e4a3c0cc2e00548&srepoch=1686299546&from=searchresults#hotelTmpl,via generale osio 44,"9,2",26 recensioni,"9,6","9,5","9,8","9,6","9,0","8,6","7,5",Selvino,Italia,24020.0,False,,
Chalet Luna,https://www.booking.com/hotel/it/casa-bernina.it.html?aid=304142&label=gen173nr-1FCAQoggJCEHNlYXJjaF9jYXNwb2dnaW9IFFgEaHGIAQGYARS4ARfIAQzYAQHoAQH4AQOIAgGoAgO4ArfEi6QGwAIB0gIkM2YwMmNkNjctYmZiYi00YzIzLTljMGYtOWYyNDk5NWMyMjA52AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=c3703b5b6e80004b&srepoch=1686299192&from=searchresults#hotelTmpl,via don bosco 48,"9,0",5 recensioni,10,"8,5",10,"9,5","9,5","8,5",,Caspoggio,Italia,23020.0,False,,
Appartamento Colle Vareno con vista,https://www.booking.com/hotel/it/appartamento-colle-vareno-con-vista.it.html?aid=304142&label=gen173nr-1FCAQoggJCE3NlYXJjaF9hbmdvbG8gdGVybWVIFFgEaHGIAQGYARS4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AsWsi6QGwAIB0gIkNWJjZDVkNzUtZDkzOC00ZjExLThiYmYtYzNhNDdjMTQ1YmVl2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=cfd935629a64009d&srepoch=1686296135&from=searchresults#hotelTmpl,,"9,0",2 recensioni,"8,8","7,5","8,8","8,8","7,5","7,5",,Angolo Terme,Italia,25040.0,False,, vareno
Cavour 51,https://www.booking.com/hotel/it/appartamento-brassica.it.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9sZWNjb0gUWARocYgBAZgBFLgBF8gBDNgBAegBAfgBA4gCAagCA7gC0riLpAbAAgHSAiRjMDg1YWFjNC02YzVmLTQzNjItYTE5Yi0xNTA2NjQxNWZlMTLYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=bddc3869c98a003b&srepoch=1686297683&from=searchresults#hotelTmpl,via cavour 51,"8,9",116 recensioni,"9,2","8,9","9,2","9,2","8,9","9,7","7,5",Lecco,Italia,23900.0,False,,
Appartamenti Vittoria Mono,https://www.booking.com/hotel/it/appartamenti-vittoria-mono.it.html?aid=304142&label=gen173nr-1FCAQoggJCD3NlYXJjaF92YWxmdXJ2YUgUWARocYgBAZgBFLgBF8gBDNgBAegBAfgBA4gCAagCA7gCjMOLpAbAAgHSAiQzZTVlMGEyNS1iODM3LTQzOTYtYTAwNy02ZTM1MDUxNDRlY2TYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=28&sr_order=popularity&srpvid=c0883b06c41d000e&srepoch=1686299032&from=searchresults#hotelTmpl,via frodolfo 14/a,,,,,,,,,,Valfurva,Italia,23030.0,False,,
Appartamenti Cristallo,https://www.booking.com/hotel/it/appartamenti-cristallo.it.html?label=gen173nr-1FCAQoggJCDnNlYXJjaF9saXZpZ25vSBRYBGhxiAEBmAEUuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKk0oukBsACAdICJGQ5OWQ0Yjk5LWI4ZDItNGIxZS1iMGRlLTIxMTU0M2U5NTA0NdgCBeACAQ&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=785&sr_order=popularity&srpvid=68053ef4348a039b&srepoch=1686301159&from=searchresults#hotelTmpl,via rin 224,"9,5",28 recensioni,"9,7","9,8","9,9","9,6","9,6","9,7",10,Livigno,Italia,23041.0,False,,
THE LITTLE NEST,https://www.booking.com/hotel/it/the-little-nest-valdisotto.it.html?aid=304142&label=gen173nr-1FCAQoggJCEXNlYXJjaF92YWxkaXNvdHRvSBRYBGhxiAEBmAEUuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAK7qoukBsACAdICJGRkOTQxYWMxLWY2NjMtNGE1ZS04NTViLTA3ZWU3ZmZhNTI2ZtgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=28&sr_order=popularity&srpvid=5f4c34dd0c7d0002&srepoch=1686295880&from=searchresults#hotelTmpl,via casericc,10,1 recensione,10,10,10,10,10,10,,Valdisotto,Italia,23030.0,False,,
meschihouse - Leonardo 35,https://www.booking.com/hotel/it/leonardo-35.it.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9sZWNjb0gUWARocYgBAZgBFLgBF8gBDNgBAegBAfgBA4gCAagCA7gC0riLpAbAAgHSAiRjMDg1YWFjNC02YzVmLTQzNjItYTE5Yi0xNTA2NjQxNWZlMTLYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=bddc3869c98a003b&srepoch=1686297683&from=searchresults#hotelTmpl,via leonardo da vinci 35,"8,8",156 recensioni,"9,5","8,9","9,0","8,9","9,0","9,4","9,2",Lecco,Italia,23900.0,False,,
Casa Bracchi,https://www.booking.com/hotel/it/casa-bracchi.it.html?aid=304142&label=gen173nr-1FCAQoggJCEXNlYXJjaF92YWxkaXNvdHRvSBRYBGhxiAEBmAEUuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAK7qoukBsACAdICJGRkOTQxYWMxLWY2NjMtNGE1ZS04NTViLTA3ZWU3ZmZhNTI2ZtgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=5f4c34dd0c7d0002&srepoch=1686295868&from=searchresults#hotelTmpl,via roma 22,"8,9",20 recensioni,"9,0","8,8","9,4","9,6","8,5","8,6",10,Valdisotto,Italia,23030.0,False,,
Hotel Posta,https://www.booking.com/hotel/it/posta-aprica12.it.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9hcHJpY2FIFFgEaHGIAQGYARS4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AqSwi6QGwAIB0gIkODYyNDI3NTQtZDJlNi00NDIzLTk2MWYtODUxZGU2MTg4Zjlj2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=8a7b3652953c0319&srepoch=1686296613&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,Corso Roma 16,"7,2",436 recensioni,"8,3","7,1","7,7","7,5","7,3","8,6","8,4",Aprica,Italia,23031.0,True,,
Appartamento il pozzo,https://www.booking.com/hotel/it/appartamento-il-pozzo-lecco.it.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9sZWNjb0gUWARocYgBAZgBFLgBF8gBDNgBAegBAfgBA4gCAagCA7gC0riLpAbAAgHSAiRjMDg1YWFjNC02YzVmLTQzNjItYTE5Yi0xNTA2NjQxNWZlMTLYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&srpvid=bddc3869c98a003b&srepoch=1686297683&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,Via del Pozzo 8,"8,5",77 recensioni,"9,3","8,4","8,8","8,6","8,6","9,9",,Lecco,Italia,23900.0,True,1 piano,
La Maison d'Alizè,https://www.booking.com/hotel/it/la-maison-d-39-alize-lecco.it.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9sZWNjb0gUWARocYgBAZgBFLgBF8gBDNgBAegBAfgBA4gCAagCA7gC0riLpAbAAgHSAiRjMDg1YWFjNC02YzVmLTQzNjItYTE5Yi0xNTA2NjQxNWZlMTLYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=128&sr_order=popularity&srpvid=bddc3869c98a003b&srepoch=1686297718&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,via portichetti 3a,"8,6",36 recensioni,"9,3","8,6","9,0","9,2","8,5","7,9","9,0",Lecco,Italia,23900.0,False,,
Chalet La Rugiada,https://www.booking.com/hotel/it/chalet-la-rugiada.it.html?aid=304142&label=gen173nr-1FCAQoggJCEXNlYXJjaF92YWxkaXNvdHRvSBRYBGhxiAEBmAEUuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAK7qoukBsACAdICJGRkOTQxYWMxLWY2NjMtNGE1ZS04NTViLTA3ZWU3ZmZhNTI2ZtgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=30&sr_order=popularity&srpvid=5f4c34dd0c7d0002&srepoch=1686295880&from=searchresults#hotelTmpl,via roma 82/b,"8,7",83 recensioni,"8,5","8,6","9,3","9,2","8,5","8,4","6,7",Valdisotto,Italia,23030.0,False,, cepina
